prompt,response,quality_rating,criteria,human_rater
What is XSS and how do you prevent it in a web application?,"Prevention:
1. Output encoding (primary): encode HTML entities before rendering
   &  → &amp;   <  → &lt;   >  → &gt;
2. Content Security Policy header:
   Content-Security-Policy: default-src 'self'; script-src 'self'
3. HTTPOnly cookies: prevent JS access to auth cookies
4. Use modern frameworks (React, Vue) — auto-escape by default
5. Sanitize rich text with allowlist (DOMPurify)",8,Is the XSS explanation correct with practical prevention techniques?,bob
Explain database normalization and the first three normal forms,"Normalization reduces data redundancy and dependency.

1NF (First Normal Form):
- Atomic values in each column (no repeating groups or arrays)
- Each column has a single data type
- Each row uniquely identifiable

Violation: Orders table with 'item1, item2, item3' in one column.
Fix: separate Items table with one row per item.",10,Is normalization explained correctly?,bob
Explain Python's dataclasses and when to use them,You should use dictionaries instead of dataclasses for simplicity.,2,Are dataclasses explained correctly with practical comparison to plain classes?,carol
Explain the SOLID principles in software design,SOLID is only relevant for Java programming.,3,Are the SOLID principles explained correctly with examples?,david
Explain Python generators and when to use them,Use generators when you don't want to load all data into memory at once.,6,Is the generator concept correct with a practical use case?,bob
"What is the difference between let, const, and var in JavaScript?","Loop behavior:
for (var i = 0; i < 3; i++) {
  setTimeout(() => console.log(i)); // 3,3,3 (shared var)
}
for (let i = 0; i < 3; i++) {
  setTimeout(() => console.log(i)); // 0,1,2 (block-scoped)
}",8,Is the scoping and mutability distinction correct?,eve
How do you handle exceptions in Python?,Exceptions should be ignored: except: pass,2,Does the response explain try/except correctly with good examples?,alice
How do you implement pagination in a REST API?,"Use LIMIT and OFFSET in SQL. Return page, limit, and total in the response.",7,Is pagination explained correctly with practical tradeoffs?,eve
Implement a LRU (Least Recently Used) cache in Python,Use an OrderedDict. Move items to the end when accessed. Remove from the front when capacity exceeded.,7,Is the LRU cache implemented correctly?,bob
Explain Python generators and when to use them,"Key benefit: memory efficiency.

# List — stores all 1M items in RAM
data = [process(line) for line in open('huge.csv')]

# Generator — processes one line at a time
def read_csv(path):
    with open(path) as f:
        for line in f:
            yield process(line)

for row in read_csv('huge.csv'):  # O(1) memory
    ...",8,Is the generator concept correct with a practical use case?,bob
Explain async/await in Python and when to use asyncio,async/await is the same as threading but with different syntax.,2,Is async/await and asyncio explained correctly?,alice
How do you write parameterized tests in pytest?,"Indirect parametrize (useful for fixtures):
@pytest.fixture
def user(request):
    return create_user(role=request.param)

@pytest.mark.parametrize('user', ['admin', 'viewer', 'editor'], indirect=True)
def test_permissions(user):
    ...

Cartesian product (combinatorial):
@pytest.mark.parametrize('method', ['GET', 'POST'])
@pytest.mark.parametrize('path', ['/api', '/health'])
def test_endpoints(method, path): ...  # 4 combinations",8,Is pytest parameterization explained correctly?,carol
"What is the difference between IaaS, PaaS, and SaaS?","IaaS gives you infrastructure, PaaS gives you a platform, SaaS gives you software. Each has less management overhead.",4,Are the three cloud service models explained accurately?,carol
What is transfer learning and why is it so powerful?,You need at least 1 million examples to use transfer learning effectively.,1,Is transfer learning explained correctly?,alice
Explain Python's property decorator,"property vs cached_property:
@property recomputes every time.
@cached_property (Python 3.8+) computes once and caches:

from functools import cached_property

class Report:
    @cached_property
    def data(self):
        return expensive_db_query()  # computed once, then cached",8,Is the property decorator explained correctly with getter/setter/deleter?,alice
Design a rate limiting system for an API,Just add a counter to each request and reset it every hour.,3,Is the rate limiting design practical and complete?,david
How does Python's memory management and garbage collection work?,del x immediately frees the memory used by x.,2,Is Python's memory management explained correctly?,alice
Implement a function to check if parentheses are balanced,"def is_balanced(s):
    count = 0
    for c in s:
        if c == '(': count += 1
        if c == ')': count -= 1
        if count < 0: return False
    return count == 0  # only works for single bracket type",7,Is the parentheses checker implemented correctly using a stack?,david
Explain the difference between clustered and non-clustered indexes,You can have one clustered index per table but many non-clustered indexes.,5,Is the index type distinction accurate?,carol
Write a SQL query to find the top 5 customers by total order value,SELECT TOP 5 * FROM customers ORDER BY total DESC;,1,Is the SQL syntactically correct and logically sound?,carol
Explain database normalization and the first three normal forms,"Normalization removes duplicate data. 1NF requires atomic values, 2NF removes partial dependencies, 3NF removes transitive dependencies.",4,Is normalization explained correctly?,eve
Explain WebSockets and when to use them over HTTP,"WebSockets establish a connection that stays open, allowing low-latency bidirectional communication.",5,Is the WebSocket explanation correct with appropriate use cases?,bob
Explain the difference between clustered and non-clustered indexes,"PostgreSQL note: all indexes in PG are non-clustered by default. CLUSTER command reorders table once but doesn't maintain order.

MySQL InnoDB: primary key is always the clustered index. Secondary indexes contain PK value as row pointer.",10,Is the index type distinction accurate?,eve
What is the React useEffect hook and how do you use it correctly?,Empty dependency array means run once. Dependencies listed mean run when they change.,6,Is useEffect explained correctly with cleanup and dependency array?,bob
Explain Python's __dunder__ (magic) methods,"Comparison dunders:
__eq__ → ==
__lt__ → <
__le__ → <=
@functools.total_ordering: implement __eq__ + one comparison, rest auto-derived.

Context manager:
__enter__ → with obj as x:
__exit__ → end of with block

Callable:
__call__ → obj() — makes instance callable

class Multiplier:
    def __init__(self, factor): self.factor = factor
    def __call__(self, x): return x * self.factor

double = Multiplier(2)
double(5)  # 10",10,Are Python dunder methods explained correctly with practical examples?,carol
How does prototypal inheritance work in JavaScript?,class Dog extends Animal {} — this sets up prototypal inheritance in modern JS.,7,Is the prototype chain explained correctly?,eve
Explain TCP vs UDP and when to use each,TCP does error checking and retransmission. UDP just sends data as fast as possible.,4,Is the TCP/UDP distinction accurate with appropriate use cases?,eve
What is a confusion matrix and what metrics can you derive from it?,Precision and recall are the same thing measured differently.,2,Are the confusion matrix and derived metrics explained correctly?,carol
